Date,Call_Max_Daily,Put_Max_Daily,equity_open,high_equity,low_equity,close_equity,Max,weekday,spy_direction_lag1,intraday_range_lag1,spy_direction_lag2,day_classification,d1,d2,d3,d4,d5,weekday_encoded
2023-08-01,1.1165919282511212,1.3666666666666667,456.56,457.25,455.49,456.465,1.3666666666666667,Tuesday,-0.12000000000000455,2.115000000000009,1.1350000000000477,low,high,high,very_high,low,high,3
2023-08-02,1.0,5.233333333333333,453.1,453.25,449.3499,450.14,5.233333333333333,Wednesday,-0.09500000000002728,1.759999999999991,-0.12000000000000455,very_high,low,high,high,very_high,low,4
2023-08-03,2.4081632653061225,1.1422924901185771,447.99,450.79,447.37,448.84,2.4081632653061225,Thursday,-2.9600000000000364,3.900100000000009,-0.09500000000002728,high,very_high,low,high,high,very_high,2
2023-08-04,1.901639344262295,8.666666666666668,451.215,452.895,446.27,446.8,8.666666666666668,Friday,0.8499999999999659,3.420000000000016,-2.9600000000000364,very_high,high,very_high,low,high,high,0
2023-08-07,1.888888888888889,1.0932277924362357,448.35,450.865,447.99,450.7,1.888888888888889,Monday,-4.414999999999964,6.625,0.8499999999999659,average,very_high,high,very_high,low,high,1
2023-08-08,1.8072289156626506,2.3823529411764706,447.08,450.6952,445.2705,448.75,2.3823529411764706,Tuesday,2.349999999999966,2.875,-4.414999999999964,high,average,very_high,high,very_high,low,3
2023-08-09,1.0559284116331096,5.12,448.35,448.8864,444.96,445.75,5.12,Wednesday,1.670000000000016,5.424699999999973,2.349999999999966,very_high,high,average,very_high,high,very_high,4
2023-08-10,2.5555555555555554,6.076923076923077,449.59,451.7,444.7,445.93,6.076923076923077,Thursday,-2.6000000000000227,3.926400000000001,1.670000000000016,very_high,very_high,high,average,very_high,high,2
2023-08-11,3.166666666666667,1.0,443.915,446.7007,443.5,445.58,3.166666666666667,Friday,-3.659999999999968,7.0,-2.6000000000000227,high,very_high,very_high,high,average,very_high,0
2023-08-14,2.9374999999999996,1.0378037803780378,445.03,448.11,444.38,448.09,2.9374999999999996,Monday,1.6649999999999636,3.2006999999999834,-3.659999999999968,high,high,very_high,very_high,high,average,1
2023-08-15,1.0160295930949446,3.173076923076923,445.59,445.805,442.3,442.94,3.173076923076923,Tuesday,3.0600000000000023,3.730000000000018,1.6649999999999636,high,high,high,very_high,very_high,high,3
2023-08-16,1.049222797927461,3.584905660377358,443.64,444.18,439.53,439.63,3.584905660377358,Wednesday,-2.6499999999999773,3.5049999999999955,3.0600000000000023,high,high,high,high,very_high,very_high,4
2023-08-17,1.0276923076923077,5.666666666666667,440.61,440.74,435.75,436.26,5.666666666666667,Thursday,-4.009999999999991,4.650000000000034,-2.6499999999999773,very_high,high,high,high,high,very_high,2
2023-08-18,1.722222222222222,1.2200956937799043,434.53,437.57,433.455,436.46,1.722222222222222,Friday,-4.350000000000023,4.990000000000009,-4.009999999999991,average,very_high,high,high,high,high,0
2023-08-21,1.6517857142857142,3.1739130434782608,438.08,440.11,435.32,439.34,3.1739130434782608,Monday,1.9300000000000068,4.115000000000009,-4.350000000000023,high,average,very_high,high,high,high,1
2023-08-22,1.072538860103627,2.4838709677419355,440.36,440.63,437.57,438.11,2.4838709677419355,Tuesday,1.259999999999991,4.7900000000000205,1.9300000000000068,high,high,average,very_high,high,high,3
2023-08-23,5.142857142857143,1.0,439.69,443.67,439.54,442.97,5.142857142857143,Wednesday,-2.25,3.0600000000000023,1.259999999999991,very_high,high,high,average,very_high,high,4
2023-08-24,2.1071428571428568,9.235294117647058,443.62,445.22,436.855,436.92,9.235294117647058,Thursday,3.2800000000000296,4.1299999999999955,-2.25,very_high,very_high,high,high,average,very_high,2
2023-08-25,1.3725490196078434,3.0,439.11,441.3,435.0,439.95,3.0,Friday,-6.699999999999989,8.365000000000009,3.2800000000000296,high,very_high,very_high,high,high,average,0
2023-08-28,1.135135135135135,1.6528925619834711,442.69,443.4,439.9728,442.72,1.6528925619834711,Monday,0.839999999999975,6.300000000000011,-6.699999999999989,average,high,very_high,very_high,high,high,1
2023-08-29,10.825,1.0653409090909092,443.58,449.45,443.51,449.14,10.825,Tuesday,0.03000000000002956,3.4271999999999707,0.839999999999975,very_high,average,high,very_high,very_high,high,3
2023-08-30,1.9047619047619049,1.2108433734939759,449.9,451.62,448.78,451.34,1.9047619047619049,Wednesday,5.560000000000002,5.939999999999998,0.03000000000002956,average,very_high,average,high,very_high,very_high,4
2023-09-01,1.2148936170212765,2.446428571428571,452.19,453.04,449.68,451.21,2.446428571428571,Friday,1.4399999999999977,2.840000000000032,5.560000000000002,high,average,very_high,average,high,very_high,0
2023-09-05,1.4962406015037593,1.0870967741935484,449.65,451.06,449.17,449.25,1.4962406015037593,Tuesday,-0.9800000000000182,3.3600000000000136,1.4399999999999977,low,high,average,very_high,average,high,3
2023-09-06,1.0,7.153846153846154,448.16,448.51,443.81,446.19,7.153846153846154,Wednesday,-0.39999999999997726,1.8899999999999864,-0.9800000000000182,very_high,low,high,average,very_high,average,4
2023-09-07,1.316872427983539,1.464285714285714,444.16,445.55,442.75,444.84,1.464285714285714,Thursday,-1.9700000000000273,4.699999999999989,-0.39999999999997726,low,very_high,low,high,average,very_high,2
2023-09-08,1.4313725490196079,1.5379746835443038,445.94,447.11,444.53,445.51,1.5379746835443038,Friday,0.67999999999995,2.8000000000000114,-1.9700000000000273,average,low,very_high,low,high,average,0
2023-09-11,1.3419689119170983,1.4375,447.66,448.7,446.4699,448.48,1.4375,Monday,-0.4300000000000068,2.580000000000041,0.67999999999995,low,average,low,very_high,low,high,1
2023-09-12,1.2771739130434783,2.2452830188679243,447.53,448.53,445.39,445.97,2.2452830188679243,Tuesday,0.8199999999999932,2.230099999999993,-0.4300000000000068,high,low,average,low,very_high,low,3
2023-09-13,1.2442396313364057,1.885714285714286,446.85,447.71,445.0793,446.51,1.885714285714286,Wednesday,-1.5599999999999454,3.1399999999999864,0.8199999999999932,average,high,low,average,low,very_high,4
2023-09-14,2.84375,1.2699386503067485,448.645,451.08,447.715,450.39,2.84375,Thursday,-0.34000000000003183,2.6306999999999903,-1.5599999999999454,high,average,high,low,average,low,2
2023-09-15,1.043956043956044,5.162162162162162,446.57,446.935,442.92,443.29,5.162162162162162,Friday,1.7450000000000045,3.365000000000009,-0.34000000000003183,very_high,high,average,high,low,average,0
2023-09-18,2.3902439024390243,1.022878932316492,442.89,444.97,442.56,443.64,2.3902439024390243,Monday,-3.2799999999999727,4.014999999999986,1.7450000000000045,high,very_high,high,average,high,low,1
2023-09-19,1.0921658986175116,4.333333333333334,442.825,443.29,439.94,442.75,4.333333333333334,Tuesday,0.75,2.410000000000025,-3.2799999999999727,very_high,high,very_high,high,average,high,3
2023-09-20,1.0522022838499185,5.054054054054054,444.03,444.435,438.43,438.58,5.054054054054054,Wednesday,-0.07499999999998863,3.3500000000000227,0.75,very_high,very_high,high,very_high,high,average,4
2023-09-21,1.167464114832536,2.159090909090909,434.74,435.57,431.23,431.41,2.159090909090909,Thursday,-5.449999999999989,6.0049999999999955,-0.07499999999998863,high,very_high,very_high,high,very_high,high,2
2023-09-22,2.0153846153846153,1.4743589743589745,431.9319,434.1,429.99,430.38,2.0153846153846153,Friday,-3.329999999999984,4.339999999999975,-5.449999999999989,high,high,very_high,very_high,high,very_high,0
2023-09-25,2.0294117647058822,1.1451612903225805,429.76,432.27,429.14,432.22,2.0294117647058822,Monday,-1.5518999999999892,4.110000000000014,-3.329999999999984,high,high,high,very_high,very_high,high,1
2023-09-26,1.005780346820809,5.5,429.7,429.7653,425.02,425.83,5.5,Tuesday,2.4600000000000364,3.1299999999999955,-1.5518999999999892,very_high,high,high,high,very_high,very_high,3
2023-09-27,1.248407643312102,7.272727272727273,427.37,427.645,422.29,426.02,7.272727272727273,Wednesday,-3.8700000000000045,4.745300000000043,2.4600000000000364,very_high,very_high,high,high,high,very_high,4
2023-09-28,6.0740740740740735,1.0436634717784878,425.065,430.2499,424.95,428.53,6.0740740740740735,Thursday,-1.3500000000000227,5.354999999999961,-3.8700000000000045,very_high,very_high,very_high,high,high,high,2
2023-09-29,1.329450915141431,5.285714285714286,430.96,431.76,425.91,427.39,5.285714285714286,Friday,3.464999999999975,5.2999000000000365,-1.3500000000000227,very_high,very_high,very_high,very_high,high,high,0
2023-10-02,1.3333333333333333,2.857142857142857,427.54,428.6,424.46,427.36,2.857142857142857,Monday,-3.569999999999993,5.849999999999966,3.464999999999975,high,very_high,very_high,very_high,very_high,high,1
2023-10-03,1.3478260869565217,6.444444444444444,425.64,427.3729,420.18,421.67,6.444444444444444,Tuesday,-0.18000000000000682,4.140000000000043,-3.569999999999993,very_high,high,very_high,very_high,very_high,very_high,3
2023-10-04,1.820754716981132,2.0,422.475,425.4299,420.56,424.71,2.0,Wednesday,-3.9699999999999704,7.192900000000009,-0.18000000000000682,average,very_high,high,very_high,very_high,very_high,4
2023-10-05,1.2469879518072289,1.77,423.89,425.37,421.1701,424.46,1.77,Thursday,2.234999999999957,4.869899999999973,-3.9699999999999704,average,average,very_high,high,very_high,very_high,2
2023-10-06,23.761904761904763,1.0868320610687023,421.69,431.125,420.6,429.52,23.761904761904763,Friday,0.5699999999999932,4.199900000000014,2.234999999999957,very_high,average,average,very_high,high,very_high,0
2023-10-09,4.888888888888889,1.4236453201970445,428.57,432.88,427.0101,432.27,4.888888888888889,Monday,7.829999999999984,10.524999999999977,0.5699999999999932,very_high,very_high,average,average,very_high,high,1
2023-10-10,6.305555555555556,1.0697916666666667,432.83,437.22,432.7,434.48,6.305555555555556,Tuesday,3.6999999999999886,5.869899999999973,7.829999999999984,very_high,very_high,very_high,average,average,very_high,3
2023-10-11,1.0984974958263773,2.186046511627907,435.95,436.58,433.18,436.31,2.186046511627907,Wednesday,1.650000000000034,4.520000000000039,3.6999999999999886,high,very_high,very_high,very_high,average,average,4
2023-10-12,1.385057471264368,5.090909090909091,435.89,437.335,431.23,433.7,5.090909090909091,Thursday,0.36000000000001364,3.3999999999999773,1.650000000000034,very_high,high,very_high,very_high,very_high,average,2
2023-10-13,1.05,6.838709677419355,435.7,436.38,429.88,431.55,6.838709677419355,Friday,-2.1899999999999977,6.104999999999961,0.36000000000001364,very_high,very_high,high,very_high,very_high,very_high,0
2023-10-16,3.8,1.01625,433.77,437.14,433.7164,436.01,3.8,Monday,-4.149999999999977,6.5,-2.1899999999999977,high,very_high,very_high,high,very_high,very_high,1
2023-10-17,7.400000000000001,1.2580645161290323,433.245,438.14,432.45,436.09,7.400000000000001,Tuesday,2.240000000000009,3.423599999999965,-4.149999999999977,very_high,high,very_high,very_high,high,very_high,3
2023-10-18,1.1481481481481481,2.878378378378378,433.71,435.18,429.09,430.25,2.878378378378378,Wednesday,2.8449999999999704,5.689999999999998,2.240000000000009,high,very_high,high,very_high,very_high,high,4
2023-10-19,1.3333333333333335,3.2244897959183674,430.47,432.82,425.725,426.43,3.2244897959183674,Thursday,-3.4599999999999795,6.090000000000032,2.8449999999999704,high,high,very_high,high,very_high,very_high,2
2023-10-20,1.0446247464503045,3.361111111111111,425.81,426.39,421.08,421.21,3.361111111111111,Friday,-4.0400000000000205,7.09499999999997,-3.4599999999999795,high,high,high,very_high,high,very_high,0
2023-10-23,8.1875,1.0,418.08,424.45,417.94,420.45,8.1875,Monday,-4.600000000000023,5.310000000000002,-4.0400000000000205,very_high,high,high,high,very_high,high,1
2023-10-24,1.3551401869158877,1.696629213483146,423.45,424.82,420.74,423.62,1.696629213483146,Tuesday,2.3700000000000045,6.509999999999991,-4.600000000000023,average,very_high,high,high,high,very_high,3
2023-10-25,1.2705314009661837,2.1999999999999997,420.19,421.43,417.015,417.61,2.1999999999999997,Wednesday,0.17000000000001592,4.079999999999984,2.3700000000000045,high,average,very_high,high,high,high,4
2023-10-26,1.0545454545454545,3.75,416.89,417.14,411.6,412.59,3.75,Thursday,-2.579999999999984,4.4150000000000205,0.17000000000001592,high,high,average,very_high,high,high,2
2023-10-27,1.1270801815431164,2.887640449438202,413.45,414.6,409.21,410.73,2.887640449438202,Friday,-4.300000000000011,5.539999999999964,-2.579999999999984,high,high,high,average,very_high,high,0
2023-10-30,1.316,2.164383561643836,414.78,416.68,412.22,415.58,2.164383561643836,Monday,-2.7199999999999704,5.390000000000043,-4.300000000000011,high,high,high,high,average,very_high,1
2023-10-31,2.7439024390243905,1.1679012345679014,414.85,418.53,414.21,418.23,2.7439024390243905,Tuesday,0.8000000000000114,4.4599999999999795,-2.7199999999999704,high,high,high,high,high,average,3
2023-11-01,2.7222222222222223,1.0166177908113392,419.095,423.5,418.87,422.7,2.7222222222222223,Wednesday,3.3799999999999955,4.319999999999993,0.8000000000000114,high,high,high,high,high,high,4
2023-11-02,3.681818181818182,1.0636363636363635,427.115,430.915,426.7601,430.75,3.681818181818182,Thursday,3.6049999999999613,4.6299999999999955,3.3799999999999955,high,high,high,high,high,high,2
2023-11-03,1.7317073170731707,1.1726027397260275,434.11,436.29,433.21,434.67,1.7317073170731707,Friday,3.634999999999991,4.154899999999998,3.6049999999999613,average,high,high,high,high,high,0
2023-11-06,1.0660592255125285,1.6592592592592592,435.39,435.8801,433.68,435.65,1.6592592592592592,Monday,0.5600000000000023,3.080000000000041,3.634999999999991,average,average,high,high,high,high,1
2023-11-07,3.5217391304347827,1.017982017982018,435.06,437.585,434.73,436.87,3.5217391304347827,Tuesday,0.2599999999999909,2.2001000000000204,0.5600000000000023,high,average,average,high,high,high,3
2023-11-08,1.04,2.9696969696969697,437.655,438.09,434.87,437.2,2.9696969696969697,Wednesday,1.8100000000000023,2.8549999999999613,0.2599999999999909,high,high,average,average,high,high,4
2023-11-09,1.2222222222222223,6.818181818181818,437.42,438.1593,433.4,433.87,6.818181818181818,Thursday,-0.4549999999999841,3.2199999999999704,1.8100000000000023,very_high,high,high,average,average,high,2
2023-11-10,10.791666666666666,1.8124999999999998,436.14,440.93,433.8335,440.6,10.791666666666666,Friday,-3.5500000000000114,4.759299999999996,-0.4549999999999841,very_high,very_high,high,high,average,average,0
2023-11-13,2.9555555555555557,1.0878243512974053,438.64,441.33,438.42,440.2,2.9555555555555557,Monday,4.460000000000036,7.096499999999992,-3.5500000000000114,high,very_high,very_high,high,high,average,1
2023-11-14,2.926829268292683,1.0817790530846485,447.2,450.06,447.1702,448.71,2.926829268292683,Tuesday,1.5600000000000023,2.909999999999968,4.460000000000036,high,high,very_high,very_high,high,high,3
2023-11-15,1.411764705882353,1.4035087719298247,450.09,451.38,448.8,449.63,1.411764705882353,Wednesday,1.509999999999991,2.8897999999999797,1.5600000000000023,low,high,high,very_high,very_high,high,4
2023-11-16,1.657142857142857,1.6323529411764706,449.55,450.56,448.12,450.21,1.657142857142857,Thursday,-0.45999999999997954,2.579999999999984,1.509999999999991,average,low,high,high,very_high,very_high,2
2023-11-17,1.5106382978723405,1.0825921219822108,449.73,451.42,449.29,450.78,1.5106382978723405,Friday,0.6599999999999682,2.4399999999999977,-0.45999999999997954,average,average,low,high,high,very_high,0
2023-11-20,8.2,1.0,451.65,455.125,451.4,454.24,8.2,Monday,1.0499999999999545,2.1299999999999955,0.6599999999999682,very_high,average,average,low,high,high,1
2023-11-21,1.23943661971831,1.607142857142857,452.95,454.131,451.9599,453.27,1.607142857142857,Tuesday,2.590000000000032,3.7250000000000227,1.0499999999999545,average,very_high,average,average,low,high,3
2023-11-22,1.069965870307167,2.871794871794872,456.14,456.22,453.8895,455.03,2.871794871794872,Wednesday,0.3199999999999932,2.171099999999967,2.590000000000032,high,average,very_high,average,average,low,4
2023-11-24,1.3469387755102042,1.0420382165605095,454.93,455.6,454.73,455.0,1.3469387755102042,Friday,-1.1100000000000136,2.330500000000029,0.3199999999999932,low,high,average,very_high,average,average,0
2023-11-27,1.6129032258064515,1.019108280254777,454.36,455.4901,454.0799,454.5,1.6129032258064515,Monday,0.06999999999999318,0.8700000000000045,-1.1100000000000136,average,low,high,average,very_high,average,1
2023-11-28,4.509803921568627,1.215,453.605,456.27,453.51,454.88,4.509803921568627,Tuesday,0.13999999999998636,1.4101999999999748,0.06999999999999318,very_high,average,low,high,average,very_high,3
2023-11-29,1.5,6.826086956521739,457.6,458.32,454.2,454.62,6.826086956521739,Wednesday,1.2749999999999773,2.759999999999991,0.13999999999998636,very_high,very_high,average,low,high,average,4
2023-11-30,1.2025316455696202,1.5192307692307692,454.77,456.76,453.34,456.31,1.5192307692307692,Thursday,-2.980000000000018,4.1200000000000045,1.2749999999999773,average,very_high,very_high,average,low,high,2
2023-12-01,4.685714285714286,1.1902071563088514,456.0443,459.65,455.16,459.035,4.685714285714286,Friday,1.5400000000000205,3.420000000000016,-2.980000000000018,very_high,average,very_high,very_high,average,low,0
2023-12-04,1.1480314960629923,2.8787878787878785,456.46,459.1206,454.34,456.66,2.8787878787878785,Monday,2.990700000000004,4.489999999999952,1.5400000000000205,high,very_high,average,very_high,very_high,average,1
2023-12-05,2.806451612903226,1.249056603773585,455.24,457.59,454.9275,456.58,2.806451612903226,Tuesday,0.20000000000004547,4.7806000000000495,2.990700000000004,high,high,very_high,average,very_high,very_high,3
2023-12-06,1.0818181818181818,4.9523809523809526,457.96,458.4,454.31,454.71,4.9523809523809526,Wednesday,1.339999999999975,2.662499999999966,0.20000000000004547,very_high,high,high,very_high,average,very_high,4
2023-12-07,2.5588235294117645,1.2173913043478262,456.83,458.9,456.29,458.21,2.5588235294117645,Thursday,-3.25,4.089999999999975,1.339999999999975,high,very_high,high,high,very_high,average,2
2023-12-08,2.0789473684210527,1.302325581395349,458.65,460.745,457.535,460.13,2.0789473684210527,Friday,1.3799999999999955,2.609999999999957,-3.25,high,high,very_high,high,high,very_high,0
2023-12-11,2.324324324324324,1.0471204188481675,460.065,462.17,459.63,461.97,2.324324324324324,Monday,1.4800000000000182,3.2099999999999795,1.3799999999999955,high,high,high,very_high,high,high,1
2023-12-12,4.826086956521739,1.0,460.73,464.2,460.7,464.16,4.826086956521739,Tuesday,1.9050000000000296,2.5400000000000205,1.4800000000000182,very_high,high,high,high,very_high,high,3
2023-12-13,7.54054054054054,1.3636363636363635,464.46,470.7599,464.12,470.44,7.54054054054054,Wednesday,3.430000000000007,3.5,1.9050000000000296,very_high,very_high,high,high,high,very_high,4
2023-12-14,1.0,3.6562499999999996,473.365,473.73,469.25,472.0,3.6562499999999996,Thursday,5.980000000000018,6.6399000000000115,3.430000000000007,high,very_high,very_high,high,high,high,2
2023-12-15,1.25,1.346153846153846,469.51,470.7,467.4263,469.37,1.346153846153846,Friday,-1.365000000000009,4.480000000000018,5.980000000000018,low,high,very_high,very_high,high,high,0
2023-12-18,1.9444444444444444,1.0411522633744854,471.21,472.98,469.8929,472.02,1.9444444444444444,Monday,-0.13999999999998636,3.2736999999999625,-1.365000000000009,average,low,high,very_high,very_high,high,1
2023-12-19,2.1578947368421053,1.0051020408163265,473.23,474.92,473.04,474.82,2.1578947368421053,Tuesday,0.8100000000000023,3.087100000000021,-0.13999999999998636,high,average,low,high,very_high,very_high,3
2023-12-20,1.732142857142857,14.869565217391303,474.6,475.895,467.82,467.97,14.869565217391303,Wednesday,1.589999999999975,1.8799999999999955,0.8100000000000023,very_high,high,average,low,high,very_high,4
2023-12-21,1.2495201535508638,3.4166666666666665,471.95,472.975,468.84,472.67,3.4166666666666665,Thursday,-6.6299999999999955,8.074999999999989,1.589999999999975,high,very_high,high,average,low,high,2
2023-12-22,1.028735632183908,3.5714285714285716,475.04,475.38,471.7,473.62,3.5714285714285716,Friday,0.7200000000000273,4.135000000000048,-6.6299999999999955,high,high,very_high,high,average,low,0
2023-12-26,2.0163934426229506,1.0385109114249036,474.63,476.58,474.36,475.59,2.0163934426229506,Tuesday,-1.420000000000016,3.680000000000007,0.7200000000000273,high,high,high,very_high,high,average,3
2023-12-27,1.1674418604651162,1.5789473684210527,475.97,476.66,474.89,476.51,1.5789473684210527,Wednesday,0.9599999999999795,2.2199999999999704,-1.420000000000016,average,high,high,high,very_high,high,4
2023-12-28,1.178082191780822,1.176056338028169,476.86,477.55,476.26,476.68,1.178082191780822,Thursday,0.5399999999999636,1.7700000000000387,0.9599999999999795,low,average,high,high,high,very_high,2
2023-12-29,1.0240274599542334,5.7,476.875,477.03,473.3,475.35,5.7,Friday,-0.18000000000000682,1.2900000000000205,0.5399999999999636,very_high,low,average,high,high,high,0
2024-01-02,1.7826086956521738,1.4495798319327733,471.79,473.67,470.49,472.6,1.7826086956521738,Tuesday,-1.5249999999999773,3.7299999999999613,-0.18000000000000682,average,very_high,low,average,high,high,3
2024-01-03,1.2652439024390245,1.7241379310344829,470.21,471.19,468.17,468.73,1.7241379310344829,Wednesday,0.8100000000000023,3.180000000000007,-1.5249999999999773,average,average,very_high,low,average,high,4
2024-01-04,2.478260869565217,1.3421418636995828,468.98,470.96,467.05,467.27,2.478260869565217,Thursday,-1.4799999999999613,3.019999999999982,0.8100000000000023,high,average,average,very_high,low,average,2
2024-01-05,2.4477611940298503,1.3717948717948718,468.02,470.44,466.43,467.96,2.4477611940298503,Friday,-1.7100000000000364,3.909999999999968,-1.4799999999999613,high,high,average,average,very_high,low,0
2024-01-08,9.318181818181817,1.0,468.89,474.75,468.64,474.56,9.318181818181817,Monday,-0.060000000000002274,4.009999999999991,-1.7100000000000364,very_high,high,high,average,average,very_high,1
2024-01-09,3.7619047619047623,1.0981132075471698,471.8,474.93,471.35,473.84,3.7619047619047623,Tuesday,5.670000000000016,6.110000000000014,-0.060000000000002274,high,very_high,high,high,average,average,3
2024-01-10,2.509433962264151,1.366412213740458,475.165,477.4481,473.87,476.52,2.509433962264151,Wednesday,2.0399999999999636,3.579999999999984,5.670000000000016,high,high,very_high,high,high,average,4
2024-01-11,1.2376636455186303,8.08695652173913,477.13,477.175,472.26,476.32,8.08695652173913,Thursday,1.3549999999999613,3.5781000000000063,2.0399999999999636,very_high,high,high,very_high,high,high,2
2024-01-12,1.0,3.516129032258065,478.375,478.6,475.23,476.665,3.516129032258065,Friday,-0.8100000000000023,4.9150000000000205,1.3549999999999613,high,very_high,high,high,very_high,high,0
2024-01-16,2.911764705882353,1.2275,474.13,476.6098,473.06,474.95,2.911764705882353,Tuesday,-1.7099999999999795,3.3700000000000045,-0.8100000000000023,high,high,very_high,high,high,very_high,3
2024-01-17,1.5354330708661417,1.2458471760797343,471.27,472.79,469.87,472.275,1.5354330708661417,Wednesday,0.8199999999999932,3.5498000000000047,-1.7099999999999795,average,high,high,very_high,high,high,4
2024-01-18,2.7222222222222223,1.3333333333333333,473.76,477.06,472.42,476.46,2.7222222222222223,Thursday,1.0049999999999955,2.920000000000016,0.8199999999999932,high,average,high,high,very_high,high,2
2024-01-19,9.833333333333334,1.0408653846153846,477.05,482.72,476.5374,482.42,9.833333333333334,Friday,2.6999999999999886,4.639999999999986,1.0049999999999955,very_high,high,average,high,high,very_high,0
2024-01-22,1.5151515151515151,1.8450704225352115,484.48,485.22,482.78,483.52,1.8450704225352115,Monday,5.3700000000000045,6.182600000000036,2.6999999999999886,average,very_high,high,average,high,high,1
2024-01-23,1.3108108108108107,1.2962962962962963,483.85,485.105,482.89,484.88,1.3108108108108107,Tuesday,-0.9600000000000364,2.4400000000000546,5.3700000000000045,low,average,very_high,high,average,high,3
2024-01-24,2.269230769230769,2.138888888888889,487.37,488.77,484.8819,485.32,2.269230769230769,Wednesday,1.0299999999999727,2.215000000000032,-0.9600000000000364,high,low,average,very_high,high,average,4
2024-01-25,1.7407407407407405,1.4195583596214512,486.99,488.305,485.39,488.0,1.7407407407407405,Thursday,-2.0500000000000114,3.8881000000000085,1.0299999999999727,average,high,low,average,very_high,high,2
2024-01-26,1.6666666666666665,1.3414634146341464,487.89,489.12,486.54,487.47,1.6666666666666665,Friday,1.009999999999991,2.9150000000000205,-2.0500000000000114,average,average,high,low,average,very_high,0
2024-01-29,5.324324324324325,1.2885906040268456,487.87,491.415,487.17,491.26,5.324324324324325,Monday,-0.4199999999999591,2.579999999999984,1.009999999999991,very_high,average,average,high,low,average,1
2024-01-30,1.1842105263157894,1.237179487179487,491.05,491.62,490.11,490.86,1.237179487179487,Tuesday,3.3899999999999864,4.2450000000000045,-0.4199999999999591,low,very_high,average,average,high,low,3
2024-01-31,1.1904761904761905,4.032258064516129,488.0,489.0,482.89,482.92,4.032258064516129,Wednesday,-0.18999999999999773,1.509999999999991,3.3899999999999864,very_high,low,very_high,average,average,high,4
2024-02-01,2.8749999999999996,1.7352941176470587,485.54,489.23,483.8,489.23,2.8749999999999996,Thursday,-5.079999999999984,6.110000000000014,-0.18999999999999773,high,very_high,low,very_high,average,average,2
2024-02-02,10.214285714285714,1.154296875,490.23,496.05,489.83,494.27,10.214285714285714,Friday,3.6899999999999977,5.430000000000007,-5.079999999999984,very_high,high,very_high,low,very_high,average,0
2024-02-05,1.2964458804523424,4.310344827586207,493.235,494.3778,490.23,492.58,4.310344827586207,Monday,4.039999999999964,6.220000000000027,3.6899999999999977,very_high,very_high,high,very_high,low,very_high,1
2024-02-06,1.0904761904761906,2.896551724137931,494.14,494.32,492.05,493.97,2.896551724137931,Tuesday,-0.6550000000000296,4.147799999999961,4.039999999999964,high,very_high,very_high,high,very_high,low,3
2024-02-07,4.0256410256410255,1.0,495.56,498.53,495.36,498.05,4.0256410256410255,Wednesday,-0.16999999999995907,2.269999999999982,-0.6550000000000296,very_high,high,very_high,very_high,high,very_high,4
2024-02-08,1.1217105263157896,1.1708860759493671,497.86,498.71,497.26,498.4,1.1708860759493671,Thursday,2.490000000000009,3.169999999999959,-0.16999999999995907,low,very_high,high,very_high,very_high,high,2
2024-02-09,2.5238095238095237,1.0056818181818181,499.21,501.65,498.75,501.18,2.5238095238095237,Friday,0.5399999999999636,1.4499999999999886,2.490000000000009,high,low,very_high,high,very_high,very_high,0
2024-02-12,4.238095238095238,1.4569420035149383,501.34,503.5,500.24,500.94,4.238095238095238,Monday,1.9700000000000273,2.8999999999999773,0.5399999999999636,very_high,high,low,very_high,high,very_high,1
2024-02-13,1.4532374100719425,2.508928571428571,494.27,495.85,490.715,494.14,2.508928571428571,Tuesday,-0.39999999999997726,3.259999999999991,1.9700000000000273,high,very_high,high,low,very_high,high,3
2024-02-14,1.4452054794520548,1.6625,496.67,499.07,494.4,498.625,1.6625,Wednesday,-0.12999999999999545,5.135000000000048,-0.39999999999997726,average,high,very_high,high,low,very_high,4
2024-02-15,2.4523809523809526,1.1635111876075732,499.61,502.2,498.795,501.95,2.4523809523809526,Thursday,1.954999999999984,4.670000000000016,-0.12999999999999545,high,average,high,very_high,high,low,2
2024-02-16,1.5976331360946747,2.1818181818181817,500.825,502.87,498.75,499.49,2.1818181818181817,Friday,2.339999999999975,3.4049999999999727,1.954999999999984,high,high,average,high,very_high,high,0
2024-02-20,1.1562156215621562,1.7721518987341771,496.71,497.3,494.45,496.74,1.7721518987341771,Tuesday,-1.3349999999999795,4.1200000000000045,2.339999999999975,average,high,high,average,high,very_high,3
2024-02-21,1.310344827586207,1.3157894736842106,495.18,497.37,493.56,497.17,1.3157894736842106,Wednesday,0.03000000000002956,2.8500000000000227,-1.3349999999999795,low,average,high,high,average,high,4
2024-02-22,7.968749999999999,1.076388888888889,503.69,508.49,503.68,507.53,7.968749999999999,Thursday,1.990000000000009,3.8100000000000023,0.03000000000002956,very_high,low,average,high,high,average,2
2024-02-23,1.0,3.5,510.09,510.13,507.1,507.82,3.5,Friday,3.839999999999975,4.810000000000002,1.990000000000009,high,very_high,low,average,high,high,0
2024-02-26,1.0410852713178294,1.9176470588235293,508.17,508.52,505.86,505.99,1.9176470588235293,Monday,-2.269999999999982,3.0299999999999727,3.839999999999975,average,high,very_high,low,average,high,1
